gene_short_name,term,q_value,estimate,std_err
Acadl,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.9806837632116702e-84,-0.24809077687926301,0.012410590194020301
Atic,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.2445556227938001e-22,-0.25392254016989602,0.023710522148456599
Rpl37a,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.4819281902269805e-69,0.070330417800888806,0.0038769896852223901
Igfbp2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.2385007361687301e-34,0.13170320530460999,0.010138911691429799
Plcd4,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.29325215564789e-42,0.49320946310470498,0.034299091742137702
Abcb6,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.9083805196124598e-14,-0.287301767673459,0.033108049341755298
Tuba4a,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.27528629835142e-21,0.97389161363394094,0.093639186120967902
Wdfy1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,0,-1.8952852182172499,0.043660586967623899
Ncl,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.27605222797289e-143,-0.24685293522996599,0.0094740356279614801
Ptma,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.6376854354505999e-169,-0.25047319740056201,0.0088475186883297703
Ptma,genotypePantr2_KO:assigned_cell_typeDifferentiating Progenitors,1.08583229239097e-13,0.121504517759613,0.0141344461547524
Efhd1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.9178391514801198e-28,0.42544726992131299,0.035884009565666203
Hjurp,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.4605629630503598e-69,-0.54362145829734299,0.029925101781418099
Ramp1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.3954610249759399e-26,0.21786982963408699,0.018902940444236901
Hes6,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.1298666136215001e-19,0.18403742092939199,0.018301918392766101
Myeov2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,8.6783378289826097e-101,0.172109795321439,0.0078762826377573696
Dbi,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.2174995283757599e-67,0.11271128770341,0.0062732335613256002
Actr3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.9219723817922801e-19,-0.113087606862639,0.011305490344270501
Mcm6,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.0506073367355103e-78,-0.49880634282000202,0.0258916208121974
Mcm6,genotypePantr2_KO:assigned_cell_typeDifferentiating Progenitors,2.2542669561284001e-19,0.38631755519014399,0.038658140175028999
Nucks1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.3592981141492896e-12,-0.103628325553315,0.0127564092800409
Aspm,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.5661369567106201e-13,-0.42094665672828702,0.049267947936229101
Uchl5,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.94202188224679e-29,-0.26173653236336603,0.021802382594720199
Ivns1abp,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,9.8890431116020097e-29,-0.22319708682967701,0.018682189261795702
Glul,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.0350648549040599e-15,-0.155131644910176,0.017031171917211398
Cacybp,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.2493097592825701e-50,-0.158259724755131,0.010185962372193399
Cenpl,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.4512093371534598e-13,-0.42594339855268198,0.050159073610250599
Atp1b1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.23236862486799e-29,0.19873782715716801,0.016397440622640699
Mpc2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,8.1505695821930592e-18,0.11909005930484499,0.012375773814337699
Mpzl1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.5856637747283798e-11,-0.19937718682057301,0.025144344832572899
Nuf2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.4572636071670101e-20,-0.37692391225546001,0.037054333278884903
Atp1a2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.44851962582377e-20,0.17729097316933501,0.017371321632190299
Kcnj10,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.0025520942017102e-26,0.60098034942437295,0.052560882320873303
Tagln2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.3523890900903404e-93,-0.37543275041954299,0.0178682958284982
Adss,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.23008270517073e-11,-0.16072212976250599,0.020036000200346599
Cox20,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.5104246688521101e-44,0.19158470512994299,0.013044425106218
Hnrnpu,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,6.4416230571081902e-55,-0.171470334479571,0.010558606665857
Parp1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.74286301183237e-26,-0.22978264735409301,0.020086156760107301
Lbr,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.21398102886886e-31,-0.44199344163364401,0.035595083466859002
Eprs,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.2467528063448999e-26,-0.152768468098473,0.013302344597588099
Cenpf,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.1301869247525699e-18,-0.37229353970712897,0.0381424496635831
Hspa14,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.55974837629895e-25,-0.220168683912081,0.0195344177005248
Nudt5,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.6837422457954197e-15,-0.15219233420602099,0.017019160619569599
Slc39a12,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.01005108592226e-16,0.81560029764950204,0.087144583554451996
Commd3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.45727778422373e-39,0.15631291640946701,0.011291936562452301
Nrarp,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.2136676062949399e-11,-0.303702059673567,0.038207555974626203
Tubb4b,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.2709187365654398e-22,-0.209324005514129,0.019712274900031201
Npdc1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.3948266677873197e-18,0.169135991823644,0.0174990630312617
Ptgds,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,9.0561634441673594e-14,0.20394010958054501,0.023693695013300899
Edf1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.3798559441762802e-16,0.072863506889855198,0.0078621158242041505
Rabl6,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.9245431313202503e-14,-0.13788415893556499,0.015782125752990501
Nacc2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,6.8732531706580595e-16,0.254272114403986,0.027779502120566499
Olfm1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.52974842428742e-26,0.36407242432179499,0.031609751494897503
Set,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,7.9442796907434206e-123,-0.201979699985916,0.0083801589096825797
1110008P14Rik,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.5513166141629298e-22,0.184882235422104,0.0174925281809842
Ak1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.6536192434882898e-34,0.24895458955932501,0.019271510482832498
Rpl12,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.1901033075750797e-12,-0.051257949094282801,0.0062865713692480899
Hspa5,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.3951169878363601e-39,-0.17444563096910201,0.0126403722712499
Ndufa8,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.03650482699613e-12,0.073765348066882605,0.0088642792760346908
Rpl35,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.35451695635006e-85,0.13040722289151599,0.0064683173349358901
Lrp1b,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,7.7581936479367504e-21,0.32758467275674802,0.031750241272501999
Rif1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.0671610851801699e-11,-0.22707340315685901,0.028536491188781401
Prpf40a,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.4440702430828201e-15,-0.10488491737073199,0.0115611254165914
Arl6ip6,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.4739094843353399e-15,-0.16329914968401699,0.018004392673424699
Stk39,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,7.89702181665732e-25,-0.303680933582194,0.027185764434460101
Spc25,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.1164419652374403e-11,-0.26806546539898002,0.034057488462030001
Ssb,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.6639293123164099e-32,-0.116902313980388,0.0092386862205078493
Hat1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.8363655745403501e-72,-0.35191031211797102,0.018980422178001399
Hat1,genotypePantr2_KO:assigned_cell_typeDifferentiating Progenitors,4.48655193482386e-13,0.291010138903666,0.034514909767479
Cdca7,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.67531455336791e-29,-0.34736920139233701,0.028720811081071398
Ola1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.12656368749073e-12,-0.104101824714074,0.0127647342780967
Atp5g3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,9.2686923017979806e-36,0.101980347998332,0.00770641979594859
Hnrnpa3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.0676168159519198e-28,-0.091348618969279496,0.0077351397476813598
Itgav,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.0562150309574999e-11,0.20243003410059901,0.025437398797039001
2700094K13Rik,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.6609175413096001e-42,-0.19918632429038699,0.013868809259617899
Ssrp1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.2927954882383299e-77,-0.25100504843594501,0.0130830409044364
Dgkz,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,6.3392617502306095e-29,-0.24596358035037899,0.0205239951227962
Trp53i11,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.2148959383717699e-39,-0.52131759335833905,0.037639163541661899
Fjx1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,6.6102696282229403e-18,-0.200326066230336,0.020771010617254101
Rcn1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.10411263202378e-18,-0.14979807136382201,0.015242896246683599
Kif18a,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.0500183387418097e-15,-0.35351827624794302,0.039569837635037998
Ccdc34,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.2293398866113099e-40,-0.27937284586544903,0.0199706930221536
Nop10,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.1381021745757001e-27,-0.096848184098432696,0.0082487714832032606
Srp14,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.5721662063483299e-25,0.105474251536309,0.0093225331779696503
Bub1b,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,7.5116457472298099e-18,-0.45394578843835298,0.047132376295374499
Knstrn,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.8848480476641604e-16,-0.36219688676967499,0.039410955765440202
Casc5,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.66014064676976e-18,-0.38889376591117703,0.039739818097946099
Rad51,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.44363911778265e-27,-0.39432411830221398,0.033858242290693799
Nusap1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.7992107096942101e-18,-0.39056567845074203,0.040258507992825099
Serf2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,7.7725931323094398e-25,0.065560350532642697,0.0058682673681695703
B2m,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,7.8485145449063607e-34,0.18555926872936099,0.014392445573051801
Dut,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.4707802716665601e-46,-0.28149175189531001,0.0188090479318864
Dut,genotypePantr2_KO:assigned_cell_typeDifferentiating Progenitors,1.08340671997192e-13,0.24729826040344999,0.0287669590897374
Usp50,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,7.0135220984946896e-63,0.34720815123300602,0.020023105917165902
Stard7,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.9939170840951001e-17,-0.16793201189151399,0.017621486355219099
Bub1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.7043071627556801e-26,-0.49887580403801601,0.043349073807755503
Ckap2l,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.91918527026851e-20,-0.39046107164559701,0.038169338405778998
Snrpb,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.5983926974943301e-27,-0.110033467061231,0.00939494959217229
Nop56,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.9202894914307401e-55,-0.23651375279713399,0.014559083276331101
Smox,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.1761135449915801e-20,0.22370255087539401,0.021894155475248402
Pcna,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,6.7418854519790901e-38,-0.26823123186041098,0.019721626723305099
Pcna,genotypePantr2_KO:assigned_cell_typeDifferentiating Progenitors,5.6933654346291704e-15,0.276624339953708,0.030978343574323101
Trmt6,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.9166652001995499e-11,-0.18644506459593799,0.023402932970423701
Xrn2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.0602827572952501e-12,-0.120040795580571,0.014715557060863801
Nxt1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.5179845762336599e-20,-0.21970973929219101,0.021533367679988698
Cst3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,8.6699170761187603e-64,0.25591523791313697,0.0146559105043234
Gins1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.3843350021779999e-14,-0.38865459728978702,0.0448424925164599
Fkbp1a,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,7.8061119516505e-28,-0.084294222559768803,0.0071599900026705701
Tpx2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.6729035831216403e-23,-0.38317941104147502,0.035406505950063699
Dusp15,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.6259326385486899e-18,0.73206378373022596,0.074790984192269705
E2f1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.30555659620593e-17,-0.39439947042810802,0.041194598109231199
Raly,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.0326213075662999e-46,-0.17763846206459899,0.0118234648004661
Eif2s2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.9733165138428098e-29,-0.106132949020161,0.0088274115433348305
Dynlrb1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.1264883691946101e-54,0.116398080087459,0.0072110501434524002
Map1lc3a,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.16249138751084e-29,0.17572198160365901,0.014620067042674901
Trp53inp2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.9164962933342602e-16,0.235729149482898,0.025651889560369599
Acss2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.8417475541929001e-26,-0.362862169571468,0.031827468551918099
Romo1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.8367182614006401e-32,0.10321803902800999,0.0081622731861084197
Scand1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.97813889098329e-61,0.198865663153591,0.0116153301543266
Rpn2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.1613595816911901e-39,-0.165122965461313,0.0118818548632189
Nnat,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.4884380242600603e-23,-0.18061909114524299,0.016746908450466801
Srsf6,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.8958254062315699e-15,-0.110691587439479,0.012413821347019601
Mybl2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.6754300354087704e-15,-0.43690586844310197,0.048974742380917001
Serinc3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.0777307794275098e-32,-0.33596991232586199,0.0266540765584715
Ube2c,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.31688380007871e-18,-0.350976185437755,0.035779063557132798
Ddx27,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.9083781846565799e-25,-0.25599947749997298,0.022789458980059799
Aurka,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.2555311675856299e-30,-0.50755349180845599,0.041401456457004403
Ctsz,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,6.9879528997649602e-15,0.25645486311608201,0.028822123586098401
Atp5e,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.0270863518401901e-152,0.19358431435873899,0.0072120454127221302
Cdh4,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.5009370282174203e-13,-0.137407678742265,0.0163641485911078
Rps21,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.1527484167068101e-110,0.11466237278704799,0.00501616601402148
Pcsk1n,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.9996380172573303e-64,0.36685262610217001,0.020955542411259399
Suv39h1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,8.5787885610815904e-13,-0.30297950678915397,0.036310274854497601
Rbm3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.52886280223696e-26,-0.087692592735408206,0.0076136698635798699
Dynlt3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.1824299746825999e-15,0.143437351195913,0.0160175769399078
Mid1ip1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,8.9767430035650597e-33,-0.196284283267467,0.015452691594573501
Ndufb11,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.07309555167404e-37,0.104353436686316,0.0076919594964940403
Araf,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.30852337278894e-12,0.177972890079518,0.021636302717692301
Timp1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.37435953632076e-15,0.395630328218811,0.043582992225536903
Zcchc12,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.0157944276895999e-15,-0.37778296230998698,0.041810426393953902
Rpl39,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.9903153567955703e-118,0.090743714254570396,0.00384153530009386
Ndufa1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.3981205053928001e-46,0.16602388051756201,0.0110920908022837
Gria3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.2481963347836301e-18,0.34863545506174798,0.0357387501799208
Hprt,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.1527409188319401e-12,-0.17142447960090501,0.020818941718420601
Cxx1a,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.8569616345969495e-13,0.17542968369357001,0.020855789583656099
Cxx1b,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.0480533808098601e-11,0.19267078731009299,0.0243618218481805
Hmgb3,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.06988623116525e-47,-0.24163382086467899,0.0159230543858969
Nsdhl,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.5506016785997699e-20,-0.19737978667978801,0.019255707935660098
Haus7,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.8793953652294801e-17,-0.24610486348493299,0.026014527245485499
Ssr4,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.9346387845503699e-11,0.072523516212686795,0.0091046220119451408
Dkc1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.3515960977340301e-46,-0.29508449414430898,0.019767554997508301
Vbp1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.9204684389422399e-15,-0.12771300054018001,0.014250244120989099
Pola1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.33020741095966e-15,-0.335740949944418,0.036970848143658898
Maged1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.1356087569047299e-12,-0.0894185389900269,0.0107593936942684
Kif4,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.7234299541644297e-14,-0.37167343831683602,0.042675604930638003
Nono,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.3675832283393697e-46,-0.15675914856513201,0.010501390314957001
Ercc6l,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.41804260560983e-11,-0.46737122619987598,0.059446285152928699
Xist,genotypePantr2_KO:assigned_cell_typeDifferentiating Progenitors,9.1750993372570099e-14,0.12295405112377,0.014270874026047301
Pbdc1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.3379674829351501e-35,-0.194988268960119,0.014813424172151
Cox7b,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.9407896677482599e-36,0.090572313283072803,0.0067998255041460997
Pgk1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.3994034967214101e-11,0.30500019910284798,0.038419483515624298
Hmgn5,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,6.0758759331308702e-15,-0.19803794939142999,0.0222179059426185
Sh3bgrl,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.0141686056343902e-24,-0.16136558475372301,0.0146370903668779
Cenpi,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.7963940150360798e-16,-0.549306468767498,0.059594044178460197
Bex2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.03528259873479e-34,-0.17657439596226401,0.0135314083315837
Morf4l2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,7.6285712587497599e-22,-0.10832217071082199,0.010278031160389301
Prps1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,9.4453707892824097e-29,-0.26084878973972297,0.021826714651425199
Smc1a,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,8.86382393511846e-48,-0.23767789794556701,0.015649520919607699
Sms,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.1677253095429799e-39,-0.20746276530477301,0.0149289558810784
Pdha1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.06406411033531e-13,-0.10152219499017399,0.011927090030809899
Rbbp7,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.3377741656260499e-45,-0.19029860151012101,0.012882260338660301
Gpm6b,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,8.6911478370032508e-102,0.156255344606889,0.0071159461883327502
Tmsb4x,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.8306983862553501e-117,-0.17412154922800999,0.0073863479778806503
Mid1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,4.2554426785490897e-84,-0.83426315971404796,0.041740580301508901
Zfand1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.0365944974977999e-28,0.29243968745705701,0.0244861070152546
Car2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,0,0.81945529590667998,0.013002879963356299
A930001A20Rik,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.6561161932295798e-19,1.30231439259731,0.13061485480701701
Ect2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.9593421020566399e-11,-0.428850091565946,0.053848665138883103
Sec62,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.27380612539338e-23,0.12452030376904499,0.0114035096497749
Actl6a,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.2337742904336301e-34,-0.22043675744650201,0.016969668251493101
Exosc9,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.3537457721292402e-41,-0.32265282499724202,0.0227609763112974
Ccna2,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.9285766162136598e-36,-0.44661885550751301,0.033664005626160599
Plk4,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.8696644918793505e-16,-0.35494462578783598,0.038705712405210202
Ndufc1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.6533490300736001e-60,0.127350659418736,0.0074825321592371496
Naa15,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.8520280182795101e-12,-0.12513280257081699,0.0152597936390637
Lhfp,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,3.6189588374295301e-71,-0.43852912443369002,0.023809857365013402
Exosc8,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.3361209261512299e-77,-0.373625525289559,0.019475348000876799
Tm4sf1,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,5.9928598228224798e-15,1.0989848590116,0.123273984175549
Gmps,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.2665450445225501e-32,-0.21264807990059201,0.016837954214509801
Smc4,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,9.1511266368728302e-38,-0.30894176068774098,0.022752561204850901
Kpna4,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,1.25286241107143e-21,-0.255057585420573,0.0243093789371184
Ppid,genotypePantr2_KO:assigned_cell_typeCycling Progenitors,2.3519782118909902e-31,-0.207904036023635,0.0167093350479415
