seqnames,start,end,width,strand,Conc,Conc_Pantr2KO,Conc_WT,Fold,p.value,FDR,peak,feature,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,gene_name
chr9,15306125,15306325,201,*,6.246789475686864,6.732904332573911,5.508217201654236,0.2592603545190787,0.020228895929620377,0.589812955423658,31025,ENSMUSG00000031939,15306214,15312104,5891,+,0,overlapStart,0,Taf1d
chr9,15306125,15306325,201,*,6.246789475686864,6.732904332573911,5.508217201654236,0.2592603545190787,0.020228895929620377,0.589812955423658,31025,ENSMUSG00000077614,15312552,15312674,123,+,6226,upstream,6226,Gm25500
chr9,15306125,15306325,201,*,6.246789475686864,6.732904332573911,5.508217201654236,0.2592603545190787,0.020228895929620377,0.589812955423658,31025,ENSMUSG00000065282,15313802,15313932,131,+,7476,upstream,7476,Gm24455
chr9,15306125,15306325,201,*,6.246789475686864,6.732904332573911,5.508217201654236,0.2592603545190787,0.020228895929620377,0.589812955423658,31025,ENSMUSG00000088929,15314074,15314144,71,+,7748,upstream,7748,Gm24299
chr9,15306125,15306325,201,*,6.246789475686864,6.732904332573911,5.508217201654236,0.2592603545190787,0.020228895929620377,0.589812955423658,31025,ENSMUSG00000065226,15314845,15314981,137,+,8519,upstream,8519,Gm25791
chr9,15306125,15306325,201,*,6.246789475686864,6.732904332573911,5.508217201654236,0.2592603545190787,0.020228895929620377,0.589812955423658,31025,ENSMUSG00000064634,15315189,15315321,133,+,8863,upstream,8863,Gm22620
chr9,15306125,15306325,201,*,6.246789475686864,6.732904332573911,5.508217201654236,0.2592603545190787,0.020228895929620377,0.589812955423658,31025,ENSMUSG00000064797,15315522,15315595,74,+,9196,upstream,9196,Gm24357
chr9,15306125,15306325,201,*,6.246789475686864,6.732904332573911,5.508217201654236,0.2592603545190787,0.020228895929620377,0.589812955423658,31025,ENSMUSG00000065265,15316489,15316588,100,+,10163,upstream,10163,Gm23455
chr9,15306125,15306325,201,*,6.246789475686864,6.732904332573911,5.508217201654236,0.2592603545190787,0.020228895929620377,0.589812955423658,31025,ENSMUSG00000065663,15316676,15316808,133,+,10350,upstream,10350,Gm22579
chr8,18740312,18740512,201,*,4.807131135674181,5.328372886605245,3.9829686527684145,0.24526403490459908,0.02026331300195163,0.589812955423658,29366,ENSMUSG00000031465,18690263,18741562,51300,-,0,inside,1049,Angpt2
chr10,93431007,93431207,201,*,5.73299760234519,6.219966322449786,4.992427836487403,0.25792747767170643,0.020547970566089764,0.589812955423658,3473,ENSMUSG00000098679,93433107,93433162,56,+,1899,upstream,1899,Mir7688
chr9,15493652,15493852,201,*,4.8242625483475745,5.338374560946637,4.018059882356687,0.24594768971323214,0.020917864512852432,0.589812955423658,31027,ENSMUSG00000058173,15505487,15545260,39774,+,11634,upstream,11634,Smco4
chr2,105676463,105676663,201,*,5.211490647201254,5.698548862494346,4.470711291318836,0.25535764704145925,0.021245530902739392,0.589812955423658,17887,ENSMUSG00000086029,105536080,105670330,134251,-,6132,upstream,6132,Pax6os1
chr6,115601741,115601941,201,*,5.732778636170913,6.197390420805298,5.043244467666428,0.26420174015731684,0.02138474604122646,0.589812955423658,26502,ENSMUSG00000068011,115583544,115592576,9033,-,9164,upstream,9164,Mkrn2os
chr6,115601741,115601941,201,*,5.732778636170913,6.197390420805298,5.043244467666428,0.26420174015731684,0.02138474604122646,0.589812955423658,26502,ENSMUSG00000000439,115601938,115618670,16733,+,0,overlapStart,0,Mkrn2
chr4,10874384,10874584,201,*,6.039084923860545,6.503683487871338,5.349580177754561,0.2641905329239907,0.021391277295976962,0.589812955423658,21016,ENSMUSG00000059482,10874498,10899425,24928,+,0,overlapStart,0,2610301B20Rik
chr5,117357210,117357410,201,*,5.7695134921178575,6.240630531186215,5.065395561528986,0.2610446044480172,0.02148449575955369,0.589812955423658,24449,ENSMUSG00000081274,117348907,117349344,438,-,7865,upstream,7865,Gm15727
chr5,117357210,117357410,201,*,5.7695134921178575,6.240630531186215,5.065395561528986,0.2610446044480172,0.02148449575955369,0.589812955423658,24449,ENSMUSG00000029364,117357304,117378601,21298,+,0,overlapStart,0,Wsb2
chr4,21776130,21776330,201,*,6.383022340561442,6.84342852112271,5.702804079069253,0.26552385130278483,0.021494828014858497,0.589812955423658,21097,ENSMUSG00000028251,21757382,21767212,9831,-,8917,upstream,8917,Tstd3
chr1,97770031,97770231,201,*,7.073139604973084,7.5539429114792815,6.3469049490777065,0.25730903574467356,0.02150749220606932,0.589812955423658,1039,ENSMUSG00000040648,97706048,97770411,64364,-,0,inside,179,Ppip5k2
chr1,97770031,97770231,201,*,7.073139604973084,7.5539429114792815,6.3469049490777065,0.25730903574467356,0.02150749220606932,0.589812955423658,1039,ENSMUSG00000026333,97770172,97793709,23538,+,0,overlapStart,0,Gin1
chr9,41376316,41376516,201,*,5.612234374617308,6.097184736665055,4.876379920838895,0.25507183082241774,0.02176746738856032,0.589812955423658,31400,ENSMUSG00000074415,41376397,41617772,241376,+,0,overlapStart,0,2610203C20Rik
chr10,128458824,128459024,201,*,5.28425444904273,5.762751908456682,4.563329111191827,0.2574061156486127,0.021768748003444863,0.589812955423658,3910,ENSMUSG00000025369,128459236,128490173,30938,+,211,upstream,211,Smarcc2
chr2,127137030,127137230,201,*,5.056389473434361,5.569852627906195,4.251805866521338,0.24342274933161978,0.021884518624441452,0.589812955423658,18191,ENSMUSG00000034906,127103809,127133954,30146,-,3075,upstream,3075,Ncaph
chr2,18676655,18676855,201,*,7.0567095914407965,7.538044157055351,6.329247706317825,0.25534592368043374,0.02207138287469403,0.589812955423658,16707,ENSMUSG00000026739,18677018,18686629,9612,+,162,upstream,162,Bmi1
chr6,30047942,30048142,201,*,6.941384146159197,7.414895386741885,6.231844735688235,0.25789086061660493,0.022252472168042273,0.589812955423658,25402,ENSMUSG00000058440,30047988,30153458,105471,+,0,overlapStart,0,Nrf1
chr15,51991750,51991950,201,*,6.969517413123107,7.457481028188764,6.226615242574544,0.25142920485863357,0.02249291647276744,0.589812955423658,10871,ENSMUSG00000022314,51962605,51991760,29156,-,0,overlapStart,0,Rad21
chr5,115631808,115632008,201,*,5.97566513301918,6.4355468701544485,5.2966024725976615,0.262872874425132,0.022493937819772394,0.589812955423658,24428,ENSMUSG00000029518,115631929,115647736,15808,+,0,overlapStart,0,Rab35
chr5,115631808,115632008,201,*,5.97566513301918,6.4355468701544485,5.2966024725976615,0.262872874425132,0.022493937819772394,0.589812955423658,24428,ENSMUSG00000099254,115645573,115645632,60,+,13564,upstream,13564,Mir7030
chr2,79031079,79031279,201,*,5.735796938107946,6.224542512608355,4.991057781279298,0.25141720953266417,0.022571546625074653,0.589812955423658,17598,ENSMUSG00000083950,79022821,79023271,451,-,7807,upstream,7807,Gm14466
chr13,119409008,119409208,201,*,5.898385313586589,6.355977455018112,5.224352021467968,0.262241977983861,0.022952844502895683,0.589812955423658,9230,ENSMUSG00000025453,119335448,119408997,73550,-,10,upstream,10,Nnt
chr11,43433728,43433928,201,*,4.481261485286454,5.017907926732009,3.617199047082349,0.2299675854094123,0.023266094217490665,0.589812955423658,4417,ENSMUSG00000020415,43420250,43426251,6002,-,7476,upstream,7476,Pttg1
chr11,43433728,43433928,201,*,4.481261485286454,5.017907926732009,3.617199047082349,0.2299675854094123,0.023266094217490665,0.589812955423658,4417,ENSMUSG00000020409,43433744,43447981,14238,+,0,overlapStart,0,Slu7
chr9,91381538,91381738,201,*,6.290653342860628,6.759602186037249,5.591419886200626,0.25639885677811536,0.02332166047277809,0.589812955423658,32292,ENSMUSG00000102803,91380519,91381402,884,-,135,upstream,135,RP23-340C13.9
chr9,88858882,88859082,201,*,6.85917549091533,7.360172222390477,6.085213023253486,0.24358804576645054,0.023375628005182437,0.589812955423658,32268,ENSMUSG00000097177,88840236,88858870,18635,-,11,upstream,11,9330159M07Rik
chr9,88858882,88859082,201,*,6.85917549091533,7.360172222390477,6.085213023253486,0.24358804576645054,0.023375628005182437,0.589812955423658,32268,ENSMUSG00000096191,88857693,88857764,72,-,1117,upstream,1117,Gm26135
chr9,88858882,88859082,201,*,6.85917549091533,7.360172222390477,6.085213023253486,0.24358804576645054,0.023375628005182437,0.589812955423658,32268,ENSMUSG00000097677,88859011,88883554,24544,+,0,overlapStart,0,Gm26611
chr10,128232189,128232389,201,*,6.041577345826404,6.498698560364513,5.368575343166215,0.2605084153091262,0.023713975126236343,0.589812955423658,3898,ENSMUSG00000097526,128230590,128232790,2201,-,0,inside,400,Gm26847
chr10,128232189,128232389,201,*,6.041577345826404,6.498698560364513,5.368575343166215,0.2605084153091262,0.023713975126236343,0.589812955423658,3898,ENSMUSG00000039994,128232065,128252941,20877,+,0,inside,123,Timeless
chr3,152667223,152667423,201,*,4.066787832190367,4.647003957883619,3.0809339787527135,0.2103493078623774,0.02394223744228201,0.589812955423658,20892,ENSMUSG00000039058,152462815,152668140,205326,-,0,inside,716,Ak5
chr3,152667223,152667423,201,*,4.066787832190367,4.647003957883619,3.0809339787527135,0.2103493078623774,0.02394223744228201,0.589812955423658,20892,ENSMUSG00000097745,152666913,152681432,14520,+,0,inside,309,AI115009
chr2,33170811,33171011,201,*,4.806256219406762,5.322803560035077,3.9939540266557705,0.234030734470367,0.024167011576642125,0.589812955423658,17086,ENSMUSG00000085087,33177902,33181881,3980,+,6890,upstream,6890,Gm13528
chr2,21205609,21205809,201,*,6.662409869366038,7.121873667653554,5.984267166496252,0.25787242529160137,0.024236473170844687,0.589812955423658,16743,ENSMUSG00000026679,21180731,21205365,24635,-,243,upstream,243,Enkur
