"","gene_short_name","term","q_value","estimate","std_err","p_value"
"123","Asic2","genotypeP2KO:group1",1.5100330600427e-12,-0.245332005589694,0.0295810247176209,1.11912329359127e-16
"124","Nme1","genotypeP2KO:group1",6.79115843863543e-13,0.303629354319696,0.0361970778134446,5.02937009452376e-17
"125","Usp43","genotypeP2KO:group1",9.40957037215544e-14,-0.793395686830428,0.0920620948832717,6.95511151759586e-18
"126","Foxg1","genotypeP2KO:group1",5.29390949697891e-17,0.228399153517439,0.0241980202215339,3.88772086140773e-21
"127","Ppp2r5e","genotypeP2KO:group1",3.18217701662326e-18,-0.113532816223873,0.0116686797496499,2.3302409319151e-22
"128","Rtn1","genotypeP2KO:group2",2.14175405628979e-12,0.134512310688926,0.0162921333585523,1.52982432592128e-16
"129","Rtn1","genotypeP2KO:group3",3.73535833275117e-18,-0.229715581151063,0.0236427602397315,2.6627875197827e-22
"130","Pcnx","genotypeP2KO:group1",2.41002878380375e-42,0.261510004593057,0.0182527853580148,1.73420794689771e-46
"131","Pcnx","genotypeP2KO:group2",1.92660905086008e-44,-0.397346081414791,0.0271024591558903,1.36416416544649e-48
"132","Ryr2","genotypeP2KO:group1",2.17421262662889e-12,0.621142634878881,0.0752899983449736,1.61219978246247e-16
"133","Ryr2","genotypeP2KO:group5",7.42195047214195e-22,-1.33883160664408,0.126888480424104,5.25299063779599e-26
"134","Cap2","genotypeP2KO:group3",1.25666797783971e-13,-0.54623011130496,0.0635995917557738,8.98968436826461e-18
"135","Shc3","genotypeP2KO:group1",6.42740044338727e-21,-0.560696672652128,0.0542092209354866,4.69153317035567e-25
"136","Sema4d","genotypeP2KO:group1",1.10390820962431e-42,0.30466143718426,0.0211843443566212,7.9417856807504e-47
"137","Ror2","genotypeP2KO:group1",9.3900462658975e-16,0.642448342109315,0.0703521705528919,6.9115606255686e-20
"138","Ptch1","genotypeP2KO:group3",3.33519054416868e-13,-0.653791363062883,0.0771389614657901,2.38722392396298e-17
"139","Ctsl","genotypeP2KO:group3",3.72757629179362e-20,-0.612312607588394,0.0601746257581141,2.65383475138375e-24
"140","Fezf2","genotypeP2KO:group1",1.39501037899981e-28,0.301565740588206,0.0253003823018241,1.0116101370557e-32
"141","Cacna2d3","genotypeP2KO:group4",1.24628605384669e-12,0.615087171992052,0.0739155235556543,8.84706505179732e-17
"142","Cacna2d3","genotypeP2KO:group6",3.47281102283672e-16,0.485383533202177,0.0525128674316754,2.46106656001468e-20
"143","Esd","genotypeP2KO:group1",1.41758483577863e-94,-0.683303126873607,0.0323476307103821,1.00823957025507e-98
"144","Tsc22d1","genotypeP2KO:group1",1.56726806178808e-38,-0.142655269289176,0.0104114059228983,1.12980684961655e-42
"145","Tsc22d1","genotypeP2KO:group3",9.80440124263876e-12,-0.149284941030994,0.0184942278376066,7.03026046367328e-16
"146","Rgcc","genotypeP2KO:group3",4.9084783603417e-11,-0.595636452425437,0.0756589106032861,3.52342140574381e-15
"147","Diaph3","genotypeP2KO:group1",2.19805981230414e-45,-0.693752586618967,0.0468529185610238,1.57929286700973e-49
"148","Diaph3","genotypeP2KO:group3",3.13976687178573e-37,0.677593319039397,0.0502548679315507,2.22489149077787e-41
"149","Dpysl2","genotypeP2KO:group1",9.40824575645449e-47,-0.111964289638847,0.00745527253901217,6.75588521934115e-51
"150","Slc39a14","genotypeP2KO:group1",2.21953327173243e-43,-0.731385938864987,0.0504668487313779,1.59609756344918e-47
"151","Xpo7","genotypeP2KO:group1",0,-0.913115504246018,0.0167708206249128,0
"152","Gfra2","genotypeP2KO:group6",1.76468312871001e-12,-2.15573371693844,0.260349176214589,1.25234768909943e-16
"153","Rb1","genotypeP2KO:group1",3.31910902611174e-17,0.238400991610645,0.0251274452141146,2.43622212721061e-21
"154","Itm2b","genotypeP2KO:group1",4.3710268687873e-73,0.284190432693766,0.0152580373626675,3.11748582040318e-77
"155","Itm2b","genotypeP2KO:group3",1.7286058046186e-18,-0.322060442688405,0.0328820337267518,1.23199045301019e-22
"156","Itm2b","genotypeP2KO:group6",6.00898391118525e-14,-0.307624219407461,0.0354650213679219,4.262295298046e-18
"157","Sucla2","genotypeP2KO:group1",1.3790623539494e-35,-0.49072658096093,0.0371789250568966,9.95569126443399e-40
"158","Gpc5","genotypeP2KO:group3",3.81652825242968e-32,-1.60807226617205,0.127748011420622,2.70656567082454e-36
"159","Oxr1","genotypeP2KO:group1",1.21484280529308e-19,-0.361958324465199,0.0359900313980849,8.87783400535719e-24
"160","Oxr1","genotypeP2KO:group5",1.91196767573569e-13,0.396305699962633,0.0463994965838915,1.35600544378418e-17
"161","Fam135b","genotypeP2KO:group1",2.45787884137482e-60,-0.721457906730989,0.0425048832364948,1.75725948478932e-64
"162","Fam135b","genotypeP2KO:group2",9.53882687279417e-27,0.758583818111082,0.0656035644201106,6.77521618921384e-31
"163","Khdrbs3","genotypeP2KO:group1",1.61964574969477e-51,-0.267906207437324,0.0170301578694153,1.16053722391428e-55
"164","Asap1","genotypeP2KO:group1",6.29430024080471e-48,-0.321984809372834,0.0211873699808392,4.51754843953543e-52
"165","Wnt7b","genotypeP2KO:group1",3.90792188819394e-21,0.300367998899571,0.0289069194341491,2.85145705085293e-25
"166","Shisa9","genotypeP2KO:group1",1.01709441534981e-55,-0.851091251507821,0.0521029117163747,7.27899817755535e-60
"167","Shisa9","genotypeP2KO:group2",9.38283090289987e-49,0.958661764690318,0.062565334178841,6.63989165869356e-53
"168","Shisa9","genotypeP2KO:group5",3.67048221571596e-11,0.869945727131971,0.109976337873395,2.6065063312853e-15
"169","Bcl6","genotypeP2KO:group1",4.14659546412198e-21,-0.289145559104911,0.0278421052300464,3.02604937905713e-25
"170","Alcam","genotypeP2KO:group1",3.35440696553087e-252,0.673044647160293,0.0195938418210118,2.3729534277949e-256
"171","Alcam","genotypeP2KO:group2",1.3659297458221e-43,-0.480979954468353,0.0331096767593526,9.67235339061109e-48
"172","Alcam","genotypeP2KO:group3",5.06845285598349e-29,-0.463465025978214,0.0386046409572789,3.5979646879985e-33
"173","Alcam","genotypeP2KO:group5",3.78180675782151e-25,-0.485398410831309,0.0431749871093275,2.67530189432761e-29
"174","Nectin3","genotypeP2KO:group1",1.23210875839665e-56,-0.513294058021037,0.0311775355253134,8.81462840461191e-61
"175","Nectin3","genotypeP2KO:group3",6.57948901883707e-19,0.414599470140277,0.0419136459062136,4.68724728847836e-23
"176","Cd200","genotypeP2KO:group1",1.49894805700199e-31,-0.512775919863348,0.0410960576785851,1.08493634699044e-35
"177","Dlg1","genotypeP2KO:group1",1.98502008501502e-99,0.279672488214914,0.0129186347742582,1.41121860160317e-103
"178","Dlg1","genotypeP2KO:group2",3.55805697744941e-27,-0.29774628022483,0.0255626696220651,2.52649078850345e-31
"179","Dlg1","genotypeP2KO:group6",1.24033649231251e-16,-0.348627044685034,0.0372751855256516,8.78798705053501e-21
"180","Robo1","genotypeP2KO:group1",5.48376601438602e-130,-0.305338820903908,0.0123601156734448,3.89112752031932e-134
"181","Robo1","genotypeP2KO:group2",1.16420660595295e-33,0.40882983903974,0.0317880425359253,8.25444275349514e-38
"182","Slc15a2","genotypeP2KO:group1",1.13858221870906e-16,0.444852495612901,0.047537156992936,8.36639149613532e-21
"183","Slc15a2","genotypeP2KO:group3",5.96605211834857e-12,-0.500548612226748,0.0615493535259991,4.27704646809705e-16
"184","Tmem50b","genotypeP2KO:group1",3.76907985159314e-24,0.483621048929526,0.0438265551499627,2.74294436474284e-28
"185","Smarcd1","genotypeP2KO:group1",1.02400530428911e-27,0.248348882194498,0.0211329021093046,7.43055877141798e-32
"186","Hbb-bs","genotypeP2KO:group1",7.98837831123974e-28,-0.303846266550421,0.0258092027503363,5.79539923914665e-32
"187","Dlx2","genotypeP2KO:group1",3.71282779597771e-15,-1.06417450156149,0.118484279616737,2.73625749574597e-19
"188","Map2","genotypeP2KO:group1",7.06719244920704e-31,0.101337426200407,0.00820342421385837,5.11781624245567e-35
"189","Arhgap28","genotypeP2KO:group1",1.80957000352017e-68,-1.19671818257687,0.0663200956654286,1.29171961133569e-72
"190","Arhgap28","genotypeP2KO:group3",2.80012249045467e-15,1.24868237183994,0.138496439671512,2.0006591100705e-19
"191","Arhgap28","genotypeP2KO:group6",1.79609649480762e-19,0.943936129925173,0.0941891411768941,1.27130272848784e-23
"192","Map4k3","genotypeP2KO:group1",1.0546852706609e-11,0.120942874526773,0.0150077018816629,7.83511827249755e-16
"193","Tmem178","genotypeP2KO:group1",5.6191915706479e-120,0.428290667393861,0.0180368309424178,3.9889199763242e-124
"194","Tmem178","genotypeP2KO:group2",1.88813998658346e-11,-0.307547356682169,0.0384823306789551,1.34953897976089e-15
"195","Syt4","genotypeP2KO:group1",8.45217943696539e-35,-0.377143000372527,0.0288746778765787,6.10441964247103e-39
"196","Syt4","genotypeP2KO:group5",6.88808908887144e-25,0.507509629418128,0.0453561443351418,4.87307328537067e-29
"197","Cdh2","genotypeP2KO:group1",1.70941583617729e-13,-0.0740079386921523,0.00865668949121276,1.26473500752981e-17
"198","Zfp521","genotypeP2KO:group1",4.61718945327783e-226,0.916271657686774,0.0281743959085667,3.26718755539048e-230
"199","Zfp521","genotypeP2KO:group2",1.8564567558377e-82,-0.784468112741729,0.0397123368727441,1.31170547292991e-86
"200","Zfp521","genotypeP2KO:group3",3.58982743361416e-72,-0.827313317919166,0.0446895002718413,2.53644275674003e-76
"201","Zfp521","genotypeP2KO:group4",3.98213140226901e-13,-0.486122443941425,0.0574896026135962,2.82560945311077e-17
"202","Ppp2r2b","genotypeP2KO:group1",0,0.334872242931988,0.00759858346210842,0
"203","Ppp2r2b","genotypeP2KO:group2",5.19495230615884e-79,-0.271834632450172,0.0140508159925596,3.67134438597798e-83
"204","Ppp2r2b","genotypeP2KO:group3",2.06725420467151e-20,-0.243291282997126,0.0237752946753281,1.47135530581602e-24
"205","Ppp2r2b","genotypeP2KO:group4",3.68951568041862e-77,-0.327064593048327,0.0171020008298124,2.60485433522919e-81
"206","Ppp2r2b","genotypeP2KO:group6",3.27615544654099e-22,-0.242125849771758,0.0227819118024949,2.31726937794666e-26
"207","Sncaip","genotypeP2KO:group1",1.25485973457937e-55,-0.327754913833726,0.0200806362634856,8.98124631104614e-60
"208","Sncaip","genotypeP2KO:group3",2.6940625782918e-11,0.226964535815181,0.028558022380537,1.93261304038149e-15
"209","Sncaip","genotypeP2KO:group4",3.03033079895231e-14,0.272005533562183,0.0310802359726356,2.14871360629108e-18
"210","Setbp1","genotypeP2KO:group1",7.47992709158842e-18,0.072599635764143,0.00752940632864718,5.48341550589284e-22
"211","Setbp1","genotypeP2KO:group2",1.66750816406274e-11,0.109355134506152,0.0136570396641738,1.19175826476754e-15
"212","Setbp1","genotypeP2KO:group4",4.75285707729431e-12,-0.108103096425014,0.0132460684976865,3.37536899175791e-16
"213","Fbn2","genotypeP2KO:group1",6.23769980559473e-17,-0.189109907984354,0.0200721483374053,4.58149085978313e-21
"214","Rps14","genotypeP2KO:group1",8.53675503555126e-18,0.0739762192954855,0.00768302160862489,6.25953588176511e-22
"215","Pcsk5","genotypeP2KO:group6",1.13431228376112e-11,-0.524202712086325,0.0650752465715258,8.05505101378438e-16
"216","Slit1","genotypeP2KO:group1",1.13671425943325e-21,0.30816251977323,0.0293258334574519,8.28992312888893e-26
"217","Scd2","genotypeP2KO:group3",1.1265630203442e-21,-0.373961843569616,0.0355766904947147,8.01367918867694e-26
"218","Zfhx4","genotypeP2KO:group1",6.51680002039997e-68,-0.928601032806569,0.0516655875354288,4.65253089198256e-72
"219","Zfhx4","genotypeP2KO:group3",6.01445828633612e-61,1.04522098177984,0.0612781279059847,4.2517024504002e-65
"220","Baiap2","genotypeP2KO:group1",5.65672820909219e-17,0.444458387081998,0.0471234516839494,4.15447136390437e-21
"221","Fgf14","genotypeP2KO:group1",1.14752915338356e-45,-0.161285152509449,0.0108603557155397,8.24374391798531e-50
"222","Farp1","genotypeP2KO:group1",7.71352908647318e-15,-0.146369161095533,0.0164448218867168,5.68760439940509e-19
"223","Farp1","genotypeP2KO:group3",1.23787797560102e-21,0.266054944097321,0.0253324901622037,8.80613200256829e-26
"224","Farp1","genotypeP2KO:group4",1.14348203992213e-23,0.362954441824421,0.0331856109856287,8.08571658833352e-28
"225","St8sia2","genotypeP2KO:group1",1.65494582012384e-14,-0.178332502317833,0.0202298944857541,1.22145237296025e-18
"226","Nrp1","genotypeP2KO:group1",1.98108882310457e-35,-0.205441897107289,0.0155972685322786,1.43028577222191e-39
"227","Nrp1","genotypeP2KO:group3",3.62391396522712e-23,0.587722835866304,0.0542613813357125,2.57618110842903e-27
"228","Nrp1","genotypeP2KO:group4",1.58875558077372e-39,0.451190255535642,0.0325324812953055,1.12271611954895e-43
"229","Pard3","genotypeP2KO:group4",1.7682995953349e-24,0.360828243975948,0.0324911872218125,1.25030021589118e-28
"230","Prkar1b","genotypeP2KO:group1",1.08119335933421e-42,-0.486957405164481,0.0338567124998151,7.77780993694132e-47
"231","Gria4","genotypeP2KO:group1",1.04897552714968e-50,-0.421876782376312,0.0270224450674599,7.52007690264309e-55
