"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060541","GO:0060541","respiratory system development","17/172","266/29008",4.84043971948432e-13,1.12122185502237e-10,7.18423158365567e-11,"Sp3/Sp1/Klf2/Elk1/Wt1/Spdef/Creb1/Hes1/Sox11/Pou2f1/Foxp2/Foxp1/Foxa2/Foxf1/Mycn/Nfib/Ascl1",17
"GO:0014706","GO:0014706","striated muscle tissue development","21/172","461/29008",5.68960088913789e-13,1.20809192212694e-10,7.74085173601128e-11,"Klf5/Fos/Egr1/Atf3/Wt1/Creb1/Foxl2/Sox11/Arntl/Myc/Foxp2/Foxp1/Yy1/Mef2a/Nfatc3/Foxc2/Hey1/Sox15/Foxc1/Hoxd10/Egr2",21
"GO:0060537","GO:0060537","muscle tissue development","21/172","486/29008",1.55794414438344e-12,3.05357052299154e-10,1.95657600642811e-10,"Klf5/Fos/Egr1/Atf3/Wt1/Creb1/Foxl2/Sox11/Arntl/Myc/Foxp2/Foxp1/Yy1/Mef2a/Nfatc3/Foxc2/Hey1/Sox15/Foxc1/Hoxd10/Egr2",21
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","15/172","219/29008",4.46237537156078e-12,8.12152317624062e-10,5.20386782051938e-10,"Klf10/Fos/Ets1/Zbtb7a/Gabpa/Spi1/Ikzf1/Jun/Creb1/Tfe3/Myc/Foxp1/Mitf/Foxo3/Meis2",15
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","15/172","231/29008",9.58966213407908e-12,1.62896394117557e-09,1.04375901543555e-09,"Klf10/Fos/Atf3/Atf2/Usf2/Jun/Tfeb/Foxo1/Srebf2/Foxa2/Foxa3/Srebf1/Foxo3/Usf1/Bhlha15",15
"GO:0030324","GO:0030324","lung development","15/172","233/29008",1.08467500932818e-11,1.72734495235513e-09,1.10679667070264e-09,"Sp3/Sp1/Klf2/Elk1/Spdef/Creb1/Hes1/Sox11/Foxp2/Foxp1/Foxa2/Foxf1/Mycn/Nfib/Ascl1",15
"GO:0030323","GO:0030323","respiratory tube development","15/172","236/29008",1.3019344047139e-11,1.9513699195359e-09,1.25034071932586e-09,"Sp3/Sp1/Klf2/Elk1/Spdef/Creb1/Hes1/Sox11/Foxp2/Foxp1/Foxa2/Foxf1/Mycn/Nfib/Ascl1",15
"GO:0031669","GO:0031669","cellular response to nutrient levels","14/172","199/29008",1.65105818503921e-11,2.33716458637772e-09,1.49753873976363e-09,"Klf10/Atf3/Atf2/Usf2/Jun/Tfeb/Foxo1/Srebf2/Foxa2/Foxa3/Srebf1/Foxo3/Usf1/Bhlha15",14
"GO:0001708","GO:0001708","cell fate specification","11/172","102/29008",2.57827590728768e-11,3.45760369040474e-09,2.21546035025108e-09,"Fev/Etv2/Pou3f2/Pou5f1/Pou1f1/Foxa2/Olig2/Ascl1/Hoxd10/Hoxc10/Hoxa13",11
"GO:1903706","GO:1903706","regulation of hemopoiesis","18/172","398/29008",3.18424685989079e-11,4.05673049950087e-09,2.59935098931085e-09,"Klf10/Fos/Ets1/Zbtb7a/Gabpa/Spi1/Ikzf3/Ikzf1/Jun/Creb1/Tfe3/Egr3/Foxp3/Myc/Foxp1/Mitf/Foxo3/Meis2",18
"GO:0060538","GO:0060538","skeletal muscle organ development","14/172","212/29008",3.85858814923355e-11,4.68175362107005e-09,2.9998346964718e-09,"Klf5/Fos/Egr1/Atf3/Wt1/Foxl2/Sox11/Arntl/Myc/Foxp2/Foxp1/Nfatc3/Hoxd10/Egr2",14
"GO:0042594","GO:0042594","response to starvation","13/172","184/29008",8.49299295938205e-11,9.48427910936008e-09,6.07705399430616e-09,"Klf10/Atf3/Atf2/Jun/Tfeb/Foxo1/Foxk2/Srebf2/Foxa3/Srebf1/Foxo3/Foxk1/Bhlha15",13
"GO:0048608","GO:0048608","reproductive structure development","19/172","480/29008",8.56116246135329e-11,9.48427910936008e-09,6.07705399430616e-09,"Sp3/Sp1/Patz1/Junb/Erf/Etv2/Wt1/Tfeb/Foxl2/Hes1/Arnt/Sohlh2/Foxo3/Hey1/Hoxa10/Sox15/Lhx1/Foxc1/Hoxa13",19
"GO:0061458","GO:0061458","reproductive system development","19/172","484/29008",9.85180286506843e-11,1.04593307084143e-08,6.70181852794787e-09,"Sp3/Sp1/Patz1/Junb/Erf/Etv2/Wt1/Tfeb/Foxl2/Hes1/Arnt/Sohlh2/Foxo3/Hey1/Hoxa10/Sox15/Lhx1/Foxc1/Hoxa13",19
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","14/172","238/29008",1.79206006261643e-10,1.81772716532626e-08,1.16470909420021e-08,"Klf10/Sp3/Fos/Junb/Zbtb7a/Spib/Spi1/Ikzf1/Jun/Creb1/Tfe3/Myc/Foxp1/Mitf",14
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","12/172","157/29008",1.85482363808802e-10,1.81772716532626e-08,1.16470909420021e-08,"Klf7/Etv4/Etv2/Hes1/Rfx3/Foxp1/Foxa3/Mycn/Hey1/Ascl1/Lhx1/Foxc1",12
"GO:0009991","GO:0009991","response to extracellular stimulus","17/172","391/29008",2.11989083401726e-10,2.00054883150962e-08,1.28185211834728e-08,"Klf10/Fos/Atf3/Atf2/Usf2/Jun/Tfeb/Foxo1/Foxk2/Srebf2/Foxa2/Foxa3/Srebf1/Foxo3/Usf1/Foxk1/Bhlha15",17
"GO:0007519","GO:0007519","skeletal muscle tissue development","13/172","201/29008",2.54999856651935e-10,2.32049869553261e-08,1.48686006641786e-08,"Klf5/Fos/Egr1/Atf3/Foxl2/Sox11/Arntl/Myc/Foxp2/Foxp1/Nfatc3/Hoxd10/Egr2",13
"GO:0071496","GO:0071496","cellular response to external stimulus","15/172","295/29008",3.00334765201641e-10,2.6388033852889e-08,1.69081386870325e-08,"Klf10/Fos/Atf3/Atf2/Usf2/Jun/Tfeb/Foxo1/Srebf2/Foxa2/Foxa3/Srebf1/Foxo3/Usf1/Bhlha15",15
"GO:0031667","GO:0031667","response to nutrient levels","16/172","358/29008",4.95862952814381e-10,4.21152934590348e-08,2.69853838531616e-08,"Klf10/Atf3/Atf2/Usf2/Jun/Tfeb/Foxo1/Foxk2/Srebf2/Foxa2/Foxa3/Srebf1/Foxo3/Usf1/Foxk1/Bhlha15",16
"GO:0048511","GO:0048511","rhythmic process","15/172","307/29008",5.21182688766412e-10,4.28378545476393e-08,2.74483650348626e-08,"Klf10/Sp1/Egr1/Crem/Klf9/Creb1/Sohlh2/Arntl/Bhlhe40/Bhlhe41/Srebf1/Foxo3/Dbp/Egr2/Tef",15
"GO:0045444","GO:0045444","fat cell differentiation","14/172","260/29008",5.71053345063514e-10,4.54701226006823e-08,2.91349913879444e-08,"Klf5/Jdp2/Klf4/Creb5/Zbtb7a/Atf2/Creb1/Tfe3/Hes1/Arntl/Foxo1/Rreb1/Srebf1/Egr2",14
"GO:0060428","GO:0060428","lung epithelium development","8/172","51/29008",6.64794112638653e-10,5.13301636061602e-08,3.28898139937018e-08,"Klf2/Spdef/Creb1/Foxp2/Foxp1/Foxa2/Nfib/Ascl1",8
"GO:0007398","GO:0007398","ectoderm development","6/172","18/29008",6.9671412758058e-10,5.22125763845681e-08,3.34552201819653e-08,"Erf/Ets2/Pou5f1/Foxa2/Elf5/Lhx1",6
"GO:0060487","GO:0060487","lung epithelial cell differentiation","7/172","33/29008",8.55069846322884e-10,6.21794857137681e-08,3.98415195992954e-08,"Klf2/Spdef/Creb1/Foxp1/Foxa2/Nfib/Ascl1",7
"GO:1903131","GO:1903131","mononuclear cell differentiation","18/172","489/29008",8.78517066599549e-10,6.21794857137681e-08,3.98415195992954e-08,"Sp3/Patz1/Egr1/Zbtb7a/Spib/Spi1/Ikzf3/Ikzf1/Atf2/Jun/Egr3/Pou2f2/Pou1f1/Foxp3/Myc/Foxp1/Yy1/Nfatc3",18
"GO:0001654","GO:0001654","eye development","17/172","430/29008",9.03857991402367e-10,6.22440584349522e-08,3.9882894585066e-08,"Sp3/Sp1/Klf4/Wt1/Ikzf1/Jun/Foxl2/Sox11/Pou2f1/Foxp2/Yy1/Mitf/Foxc2/Ptf1a/Lhx1/Foxc1/Meis2",17
"GO:0150063","GO:0150063","visual system development","17/172","433/29008",1.00408564401719e-09,6.73265847619948e-08,4.31395244839519e-08,"Sp3/Sp1/Klf4/Wt1/Ikzf1/Jun/Foxl2/Sox11/Pou2f1/Foxp2/Yy1/Mitf/Foxc2/Ptf1a/Lhx1/Foxc1/Meis2",17
"GO:0060479","GO:0060479","lung cell differentiation","7/172","34/29008",1.07140117767125e-09,6.86239505883506e-08,4.39708119319722e-08,"Klf2/Spdef/Creb1/Foxp1/Foxa2/Nfib/Ascl1",7
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","13/172","226/29008",1.07729906732105e-09,6.86239505883506e-08,4.39708119319722e-08,"Etv5/Etv4/Wt1/Myc/Hoxd11/Foxa2/Foxf1/Mycn/Nfatc3/Foxc2/Lhx1/Nfatc4/Hoxa13",13
"GO:0048880","GO:0048880","sensory system development","17/172","437/29008",1.15369986341076e-09,7.16982256578197e-08,4.59406543812601e-08,"Sp3/Sp1/Klf4/Wt1/Ikzf1/Jun/Foxl2/Sox11/Pou2f1/Foxp2/Yy1/Mitf/Foxc2/Ptf1a/Lhx1/Foxc1/Meis2",17
"GO:0043010","GO:0043010","camera-type eye development","16/172","381/29008",1.21935031557087e-09,7.39739191446326e-08,4.73988055000104e-08,"Sp3/Sp1/Klf4/Wt1/Ikzf1/Jun/Foxl2/Sox11/Pou2f1/Foxp2/Yy1/Mitf/Foxc2/Ptf1a/Lhx1/Foxc1",16
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","12/172","188/29008",1.47972160823979e-09,8.76821083208136e-08,5.61823308293737e-08,"Etv5/Etv4/Wt1/Myc/Hoxd11/Foxa2/Foxf1/Mycn/Nfatc3/Foxc2/Lhx1/Nfatc4",12
"GO:0072009","GO:0072009","nephron epithelium development","10/172","115/29008",1.80036357625127e-09,1.04257418006551e-07,6.68029642766919e-08,"Klf15/Wt1/Hes1/Myc/Hoxd11/Foxc2/Pou3f3/Hey1/Lhx1/Foxc1",10
"GO:0060562","GO:0060562","epithelial tube morphogenesis","16/172","394/29008",1.9728977894153e-09,1.11709857054004e-07,7.1578116289664e-08,"Etv5/Etv4/Wt1/Hes1/Sox11/Myc/Foxp1/Hoxd11/Foxa2/Foxf1/Mycn/Nfatc3/Foxc2/Hey1/Lhx1/Nfatc4",16
"GO:0072006","GO:0072006","nephron development","11/172","155/29008",2.38754580627957e-09,1.32249276400007e-07,8.47387539025081e-08,"Klf15/Egr1/Wt1/Hes1/Myc/Hoxd11/Foxc2/Pou3f3/Hey1/Lhx1/Foxc1",11
"GO:0001763","GO:0001763","morphogenesis of a branching structure","13/172","245/29008",2.87064157335722e-09,1.55625419764132e-07,9.97170230745141e-08,"Etv5/Etv4/Wt1/Myc/Hoxd11/Foxa2/Foxf1/Mycn/Nfatc3/Foxc2/Lhx1/Nfatc4/Hoxa13",13
"GO:0009267","GO:0009267","cellular response to starvation","11/172","164/29008",4.33018975433125e-09,2.29860906125751e-07,1.47283427828241e-07,"Klf10/Atf3/Atf2/Jun/Tfeb/Foxo1/Srebf2/Foxa3/Srebf1/Foxo3/Bhlha15",11
"GO:0051101","GO:0051101","regulation of DNA binding","10/172","127/29008",4.75198143365057e-09,2.4710303454983e-07,1.58331325533664e-07,"Klf4/Zbtb7a/Jun/Hes1/Sox11/Myc/Nfib/Tfap4/Hey1/Foxc1",10
"GO:0030098","GO:0030098","lymphocyte differentiation","16/172","441/29008",9.73823930776274e-09,4.9476402625148e-07,3.17020162239133e-07,"Sp3/Patz1/Egr1/Zbtb7a/Spib/Spi1/Ikzf3/Ikzf1/Atf2/Egr3/Pou2f2/Pou1f1/Foxp3/Foxp1/Yy1/Nfatc3",16
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","10/172","137/29008",9.9030476212031e-09,4.9476402625148e-07,3.17020162239133e-07,"Klf10/Fos/Zbtb7a/Ikzf1/Jun/Creb1/Tfe3/Myc/Foxp1/Mitf",10
"GO:0001704","GO:0001704","formation of primary germ layer","9/172","102/29008",1.04828006742685e-08,5.13657233039157e-07,3.29125988781184e-07,"Etv2/Ets2/Pou5f1/Foxa2/Foxf1/Foxc2/Elf5/Lhx1/Foxc1",9
"GO:0030902","GO:0030902","hindbrain development","11/172","179/29008",1.08175631432124e-08,5.20059450734061e-07,3.33228211223882e-07,"Atf2/Hes1/Foxp2/Foxa2/Nfib/Ptf1a/Ascl1/Lhx1/Foxc1/Neurod2/Egr2",11
"GO:0035270","GO:0035270","endocrine system development","10/172","141/29008",1.30666908946367e-08,6.06833502699025e-07,3.8882870473692e-07,"Wt1/Creb1/Hes1/Pou3f2/Pou1f1/Arntl/Rfx3/Foxa2/Rfx6/Ascl1",10
"GO:0048562","GO:0048562","embryonic organ morphogenesis","14/172","332/29008",1.30988393439742e-08,6.06833502699025e-07,3.8882870473692e-07,"Sp3/Sp1/Foxl2/Hes1/Sox11/Pou3f4/Myc/Hoxd11/Foxf1/Mycn/Foxc2/Lhx1/Hoxd10/Foxi1",14
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","9/172","106/29008",1.47284434558297e-08,6.6876606477346e-07,4.28512007958207e-07,"Klf5/Spdef/Hes1/Sox11/Arntl/Rfx3/Foxp1/Rfx6/Ascl1",9
"GO:0030218","GO:0030218","erythrocyte differentiation","10/172","143/29008",1.49606223281347e-08,6.6876606477346e-07,4.28512007958207e-07,"Sp3/Klf1/Sp1/Klf2/Ets1/Zbtb7a/Spi1/Etv2/Ikzf1/Foxo3",10
"GO:0048663","GO:0048663","neuron fate commitment","8/172","75/29008",1.5610667222196e-08,6.85792760037162e-07,4.39421866817168e-07,"Fev/Pou3f2/Foxa2/Olig2/Ptf1a/Ascl1/Hoxd10/Hoxc10",8
"GO:0061448","GO:0061448","connective tissue development","13/172","288/29008",1.98071525690278e-08,8.55400419421745e-07,5.48098013105481e-07,"Klf7/Egr1/Creb5/Zbtb7a/Spi1/Wt1/Atf2/Hoxd11/Foxa2/Mycn/Nfib/Foxc2/Creb3l2",13
"GO:0072073","GO:0072073","kidney epithelium development","10/172","150/29008",2.36438967905504e-08,1.00407748370537e-06,6.43362875827081e-07,"Klf15/Wt1/Hes1/Myc/Hoxd11/Foxc2/Pou3f3/Hey1/Lhx1/Foxc1",10
"GO:0045664","GO:0045664","regulation of neuron differentiation","12/172","241/29008",2.40862776419942e-08,1.00609566281641e-06,6.44656024551044e-07,"Etv5/Hes1/Sox11/Foxa2/Mycn/Foxo3/Neurog2/Olig2/Hey1/Ascl1/Neurod2/Tcf12",12
"GO:0002262","GO:0002262","myeloid cell homeostasis","11/172","196/29008",2.76668736480885e-08,1.1291278516961e-06,7.23488927530632e-07,"Sp3/Klf1/Sp1/Klf2/Ets1/Zbtb7a/Spi1/Etv2/Ikzf1/Foxp3/Foxo3",11
"GO:0001892","GO:0001892","embryonic placenta development","9/172","114/29008",2.79179963331453e-08,1.1291278516961e-06,7.23488927530632e-07,"Sp3/Sp1/Junb/Erf/Tfeb/Hes1/Arnt/Hey1/Sox15",9
"GO:0048665","GO:0048665","neuron fate specification","6/172","32/29008",3.17498140590116e-08,1.2640394722244e-06,8.09933579038274e-07,"Fev/Pou3f2/Foxa2/Ascl1/Hoxd10/Hoxc10",6
"GO:0034101","GO:0034101","erythrocyte homeostasis","10/172","155/29008",3.23202275606454e-08,1.2669529203773e-06,8.11800371604228e-07,"Sp3/Klf1/Sp1/Klf2/Ets1/Zbtb7a/Spi1/Etv2/Ikzf1/Foxo3",10
"GO:0001824","GO:0001824","blastocyst development","10/172","157/29008",3.65102417199725e-08,1.40951660458318e-06,9.03148084651952e-07,"Sp3/Sp1/Klf4/Junb/Gabpa/Etv2/Elf3/Pou5f1/Spic/Zfp14",10
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","8/172","89/29008",6.09082443919462e-08,2.31633144344297e-06,1.48418989869456e-06,"Klf5/Fos/Egr1/Atf3/Sox11/Arntl/Myc/Egr2",8
"GO:0071248","GO:0071248","cellular response to metal ion","10/172","167/29008",6.55051241453552e-08,2.45451553415243e-06,1.57273138621433e-06,"Fos/Junb/Jun/Creb1/Jund/Foxa2/Mef2a/Nfatc3/Neurod2/Nfatc4",10
"GO:0048469","GO:0048469","cell maturation","11/172","214/29008",6.79946154653988e-08,2.47660827892299e-06,1.5868873174459e-06,"Klf1/Klf2/Zbtb7a/Fev/Pou2f2/Hes1/Rfx3/Foxo3/Neurog2/Ascl1/Bhlha15",11
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","13/172","320/29008",6.80386889814007e-08,2.47660827892299e-06,1.5868873174459e-06,"Klf10/Fos/Zbtb7a/Ikzf3/Ikzf1/Jun/Creb1/Tfe3/Egr3/Foxp3/Myc/Foxp1/Mitf",13
"GO:0001656","GO:0001656","metanephros development","8/172","91/29008",7.25609837144217e-08,2.60401952823023e-06,1.66852610438944e-06,"Egr1/Wt1/Hes1/Myc/Hoxd11/Foxc2/Pou3f3/Lhx1",8
"GO:0001889","GO:0001889","liver development","9/172","128/29008",7.64921313425904e-08,2.70397891632993e-06,1.73257510502674e-06,"Sp3/Klf1/Sp1/Atf7/Elk1/Atf2/Jun/Hes1/Foxa3",9
"GO:0030183","GO:0030183","B cell differentiation","10/172","170/29008",7.74687837096094e-08,2.70397891632993e-06,1.73257510502674e-06,"Sp3/Zbtb7a/Spib/Spi1/Ikzf3/Ikzf1/Pou2f2/Pou1f1/Foxp1/Yy1",10
"GO:0001655","GO:0001655","urogenital system development","14/172","385/29008",8.25894723539599e-08,2.84375642645797e-06,1.82213757640102e-06,"Klf15/Egr1/Wt1/Hes1/Myc/Hoxd11/Foxf1/Zbtb14/Foxc2/Pou3f3/Hey1/Lhx1/Foxc1/Hoxa13",14
"GO:0002067","GO:0002067","glandular epithelial cell differentiation","7/172","62/29008",8.51965490733816e-08,2.89441076051968e-06,1.85459435246056e-06,"Spdef/Hes1/Arntl/Rfx3/Foxp1/Rfx6/Ascl1",7
"GO:0061008","GO:0061008","hepaticobiliary system development","9/172","131/29008",9.34340321467338e-08,3.10783163988816e-06,1.99134382940863e-06,"Sp3/Klf1/Sp1/Atf7/Elk1/Atf2/Jun/Hes1/Foxa3",9
"GO:2000144","GO:2000144","positive regulation of DNA-templated transcription, initiation","6/172","38/29008",9.39179891174995e-08,3.10783163988816e-06,1.99134382940863e-06,"Ikzf1/Jun/Creb1/Pou5f1/Myc/Mitf",6
"GO:0001890","GO:0001890","placenta development","10/172","174/29008",9.63938144106304e-08,3.14886460408059e-06,2.0176357105383e-06,"Sp3/Sp1/Junb/Erf/Etv2/Tfeb/Hes1/Arnt/Hey1/Sox15",10
"GO:0007369","GO:0007369","gastrulation","10/172","178/29008",1.19275388722518e-07,3.84700874006297e-06,2.4649717242988e-06,"Klf4/Etv2/Ets2/Pou5f1/Foxa2/Foxf1/Foxc2/Elf5/Lhx1/Foxc1",10
"GO:0030900","GO:0030900","forebrain development","14/172","400/29008",1.31812628432339e-07,4.19823221557001e-06,2.69001824603366e-06,"Ikzf1/Creb1/Hes1/Pou3f1/Pou3f2/Pou1f1/Pou3f4/Foxp2/Nfib/Neurog2/Pou3f3/Olig2/Ascl1/Lhx1",14
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","14/172","403/29008",1.44371197140643e-07,4.54145444832542e-06,2.90993796965741e-06,"Sp1/Klf9/Etv4/Atf2/Jun/Egr3/Hes1/Sox11/Myc/Foxp2/Foxp1/Rreb1/Nfib/Hey1",14
"GO:0072001","GO:0072001","renal system development","13/172","342/29008",1.46660657086205e-07,4.55721163726401e-06,2.92003439205011e-06,"Klf15/Egr1/Wt1/Hes1/Myc/Hoxd11/Foxf1/Zbtb14/Foxc2/Pou3f3/Hey1/Lhx1/Foxc1",13
"GO:0055123","GO:0055123","digestive system development","9/172","139/29008",1.55524491604401e-07,4.64608607874976e-06,2.97698071062583e-06,"Klf5/Spdef/Hes1/Sox11/Foxf1/Ptf1a/Ascl1/Foxl1/Hoxa13",9
"GO:0050673","GO:0050673","epithelial cell proliferation","15/172","471/29008",1.56493703319593e-07,4.64608607874976e-06,2.97698071062583e-06,"Sp1/Klf9/Etv4/Ehf/Atf2/Jun/Egr3/Hes1/Sox11/Myc/Foxp2/Foxp1/Rreb1/Nfib/Hey1",15
"GO:0021700","GO:0021700","developmental maturation","13/172","344/29008",1.56814522281193e-07,4.64608607874976e-06,2.97698071062583e-06,"Klf1/Klf2/Zbtb7a/Fev/Pou2f2/Hes1/Rfx3/Foxo3/Neurog2/Ascl1/Neurod2/Nfatc4/Bhlha15",13
"GO:0042063","GO:0042063","gliogenesis","13/172","344/29008",1.56814522281193e-07,4.64608607874976e-06,2.97698071062583e-06,"Klf15/Etv5/Creb1/Hes1/Pou3f1/Pou3f2/Sox11/Myc/Mycn/Nfib/Olig2/Ascl1/Egr2",13
"GO:0006352","GO:0006352","DNA-templated transcription, initiation","8/172","102/29008",1.77165479076048e-07,5.18870851362956e-06,3.32466615906777e-06,"Ikzf1/Jun/Creb1/Tbp/Pou5f1/Myc/Maz/Mitf",8
"GO:0071241","GO:0071241","cellular response to inorganic substance","11/172","237/29008",1.907418458396e-07,5.52284344544659e-06,3.53876319255047e-06,"Fos/Junb/Jun/Creb1/Jund/Foxo1/Foxa2/Mef2a/Nfatc3/Neurod2/Nfatc4",11
"GO:0001657","GO:0001657","ureteric bud development","8/172","104/29008",2.06011799721758e-07,5.76833039220923e-06,3.69605900946729e-06,"Wt1/Hes1/Myc/Hoxd11/Foxc2/Hey1/Lhx1/Foxc1",8
"GO:0072163","GO:0072163","mesonephric epithelium development","8/172","104/29008",2.06011799721758e-07,5.76833039220923e-06,3.69605900946729e-06,"Wt1/Hes1/Myc/Hoxd11/Foxc2/Hey1/Lhx1/Foxc1",8
"GO:0072164","GO:0072164","mesonephric tubule development","8/172","104/29008",2.06011799721758e-07,5.76833039220923e-06,3.69605900946729e-06,"Wt1/Hes1/Myc/Hoxd11/Foxc2/Hey1/Lhx1/Foxc1",8
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","6/172","44/29008",2.33182735885893e-07,6.45814794605711e-06,4.13805976383318e-06,"Myc/Foxp2/Foxp1/Foxf1/Mycn/Nfib",6
"GO:0001823","GO:0001823","mesonephros development","8/172","107/29008",2.56799729444876e-07,7.03576032930692e-06,4.50816502964349e-06,"Wt1/Hes1/Myc/Hoxd11/Foxc2/Hey1/Lhx1/Foxc1",8
"GO:2000142","GO:2000142","regulation of DNA-templated transcription, initiation","6/172","46/29008",3.06395654923264e-07,8.30527796536678e-06,5.32160874340407e-06,"Ikzf1/Jun/Creb1/Pou5f1/Myc/Mitf",6
"GO:0071277","GO:0071277","cellular response to calcium ion","7/172","78/29008",4.22655038737052e-07,1.13360530389685e-05,7.26357856045615e-06,"Fos/Junb/Jun/Jund/Mef2a/Nfatc3/Neurod2",7
"GO:0030316","GO:0030316","osteoclast differentiation","8/172","116/29008",4.78406371122899e-07,1.26977024335536e-05,8.13605571942562e-06,"Klf10/Fos/Junb/Zbtb7a/Creb1/Tfe3/Foxp1/Mitf",8
"GO:0090596","GO:0090596","sensory organ morphogenesis","12/172","319/29008",5.01268868062614e-07,1.31673512971499e-05,8.43698333548687e-06,"Sp3/Sp1/Ikzf1/Foxl2/Sox11/Pou2f1/Pou3f4/Myc/Yy1/Ptf1a/Lhx1/Foxi1",12
"GO:0050767","GO:0050767","regulation of neurogenesis","14/172","451/29008",5.59479902243556e-07,1.45464774583325e-05,9.32065873662466e-06,"Etv5/Hes1/Sox11/Arntl/Bhlhe40/Myc/Bhlhe41/Mycn/Olig2/Hey1/Hes2/Ascl1/Nfatc4/Egr2",14
